Detector,DateTime_local,Date_local,Time_local,Hour_local,auto_id,match_ratio,fc,sc,offset,margin,alternate_1,alternate_2,alternate_3,manual_id,n,pulses,dur,files,channel,fmax,fmin,duration,detector_id,source_file,folder,in_file,out_file_fs,out_file_zc,indir,outdir,matching,fmean,tbc,fk,tk,s1,tc,qual,review_orgid,DateTime_UTC,species,Night
LPE,2025-10-14T00:18:38Z,2025-10-13,19:18:38,19,LASCIN,0.88,24.89,33.33,0,0.220193,LASNOC,EPTFUS,NA,NA,25,25,6.495,1,0,34.797,24.554,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_001838T.WAV,245AAA0666BC1507_20251014_001838_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,22,27.538,284.868,25.849,4.376,228.94,5.989,5.12,NA,2025-10-14T00:18:38Z,LASCIN,2025-10-13
LPE,2025-10-14T00:18:52Z,2025-10-13,19:18:52,19,LASNOC,0.255,27.09,56.33,0,0.247734,EPTFUS,LASCIN,NA,NA,55,55,4.648,1,0,42.295,26.872,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_001852T.WAV,245AAA0666BC1507_20251014_001852_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,14,31.255,133.62,28.413,3.422,377.33,4.513,10.8,NA,2025-10-14T00:18:52Z,LASNOC,2025-10-13
LPE,2025-10-14T00:37:04Z,2025-10-13,19:37:04,19,EPTFUS,0.5,26.225,30.39,0,0.256981,LASNOC,LASCIN,NA,NA,6,6,5.452,1,0,30.88,25.822,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_003704T.WAV,245AAA0666BC1507_20251014_003704_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,27.618,896.302,27.171,3.204,87.75,4.741,1.42,NA,2025-10-14T00:37:04Z,EPTFUS,2025-10-13
LPE,2025-10-14T00:40:34Z,2025-10-13,19:40:34,19,LASCIN,1,23.293,15.28,0,0.341181,LASNOC,EPTFUS,NA,NA,2,2,2.622,1,0,24.138,23.291,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_004034T.WAV,245AAA0666BC1507_20251014_004034_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,23.594,483.438,23.705,0.917,83.47,2.622,0.64,NA,2025-10-14T00:40:34Z,LASCIN,2025-10-13
LPE,2025-10-14T00:41:58Z,2025-10-13,19:41:58,19,EPTFUS,0.741,27.074,28.52,0,0.404763,LASNOC,LASCIN,NA,NA,27,27,5.761,1,0,35.719,26.693,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_004158T.WAV,245AAA0666BC1507_20251014_004158_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,20,29.614,202.772,27.744,4.163,164.53,5.283,6.51,NA,2025-10-14T00:41:58Z,EPTFUS,2025-10-13
LPE,2025-10-14T00:42:12Z,2025-10-13,19:42:12,19,EPTFUS,0.8,27.273,40.5,0,0.397135,LASNOC,LASCIN,NA,NA,5,5,6.355,1,0,34.222,26.568,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_004212T.WAV,245AAA0666BC1507_20251014_004212_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,4,29.136,435.168,28.329,4.09,175.91,5.488,2.01,NA,2025-10-14T00:42:12Z,EPTFUS,2025-10-13
LPE,2025-10-14T00:50:22Z,2025-10-13,19:50:22,19,EPTFUS,0.452,25.83,42.23,0,0.241391,LASNOC,LASCIN,NA,NA,42,42,6.198,1,0,34.878,25.473,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_005022T.WAV,245AAA0666BC1507_20251014_005022_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,19,28.502,217.456,26.869,4.434,224.86,5.641,10.03,NA,2025-10-14T00:50:22Z,EPTFUS,2025-10-13
LPE,2025-10-14T00:54:20Z,2025-10-13,19:54:20,19,EPTFUS,0.171,25.272,29.61,0,0.213951,LASNOC,LASCIN,NA,NA,35,35,7.444,1,0,36.032,24.793,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_005420T.WAV,245AAA0666BC1507_20251014_005420_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,6,28.071,228.714,26.061,5.187,262.72,6.642,8.71,NA,2025-10-14T00:54:20Z,EPTFUS,2025-10-13
LPE,2025-10-14T01:09:58Z,2025-10-13,20:09:58,20,LASCIN,1,20.857,7.12,0,0.380503,NA,NA,NA,NA,3,3,4.021,1,0,22.967,20.203,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_010958T.WAV,245AAA0666BC1507_20251014_010958_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,21.243,31.59,21.193,2.092,131.39,3.362,0.85,NA,2025-10-14T01:09:58Z,LASCIN,2025-10-13
LPE,2025-10-14T01:58:58Z,2025-10-13,20:58:58,20,LASCIN,1,23.243,16.94,0,0.359413,EPTFUS,LASNOC,NA,NA,11,11,10.068,1,0,27.621,22.025,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_015858T.WAV,245AAA0666BC1507_20251014_015858_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,11,24.017,328.225,23.795,5.345,152.04,7.241,3.42,NA,2025-10-14T01:58:58Z,LASCIN,2025-10-13
LPE,2025-10-14T02:19:16Z,2025-10-13,21:19:16,21,EPTFUS,0.708,26.922,28.62,0,0.404678,LASNOC,LASCIN,NA,NA,48,48,6.782,1,0,38.21,26.613,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_021916T.WAV,245AAA0666BC1507_20251014_021916_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,34,30.098,187.582,27.733,4.982,252.41,6.307,8.43,NA,2025-10-14T02:19:16Z,EPTFUS,2025-10-13
LPE,2025-10-14T02:19:30Z,2025-10-13,21:19:30,21,EPTFUS,1,27.985,41.94,0,0.387087,LASNOC,NA,NA,NA,2,2,3.273,1,0,34.666,27.732,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_021930T.WAV,245AAA0666BC1507_20251014_021930_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,30.553,255.586,28.536,2.56,148.31,3.201,0.71,NA,2025-10-14T02:19:30Z,EPTFUS,2025-10-13
LPE,2025-10-14T02:22:18Z,2025-10-13,21:22:18,21,LASCIN,1,22.601,13.95,0,0.353036,EPTFUS,NA,NA,NA,2,2,8.483,1,0,25.004,21.96,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_022218T.WAV,245AAA0666BC1507_20251014_022218_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,2,23.359,622.485,23.132,4.869,-31.39,7.215,0.46,NA,2025-10-14T02:22:18Z,LASCIN,2025-10-13
LPE,2025-10-14T02:32:06Z,2025-10-13,21:32:06,21,EPTFUS,1,30.201,90.5,0,0.394358,LASNOC,NA,NA,NA,26,26,4.662,1,0,50.029,29.229,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_023206T.WAV,245AAA0666BC1507_20251014_023206_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,26,35.453,129.883,33.438,2.906,446.66,4.329,6.38,NA,2025-10-14T02:32:06Z,EPTFUS,2025-10-13
LPE,2025-10-14T03:08:16Z,2025-10-13,22:08:16,22,EPTFUS,0.3,26.806,39.71,0,0.230267,LASNOC,LASCIN,NA,NA,10,10,4.908,1,0,33.992,26.388,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_030816T.WAV,245AAA0666BC1507_20251014_030816_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,3,28.937,299.006,27.856,3.196,178.14,4.578,2.61,NA,2025-10-14T03:08:16Z,EPTFUS,2025-10-13
LPE,2025-10-14T03:25:46Z,2025-10-13,22:25:46,22,LASNOC,0.542,26.112,14.85,0,0.274544,EPTFUS,LASCIN,NA,NA,24,24,5.604,1,0,32.764,25.734,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_032546T.WAV,245AAA0666BC1507_20251014_032546_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,13,27.492,325.393,26.527,3.563,232.41,4.896,5.26,NA,2025-10-14T03:25:46Z,LASNOC,2025-10-13
LPE,2025-10-14T03:27:10Z,2025-10-13,22:27:10,22,EPTFUS,1,30.129,63.39,0,0.314828,LASNOC,NA,NA,NA,8,8,3.204,1,0,35.256,27.591,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_032710T.WAV,245AAA0666BC1507_20251014_032710_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,8,30.921,243.998,31.854,1.19,175.34,2.24,1.46,NA,2025-10-14T03:27:10Z,EPTFUS,2025-10-13
LPE,2025-10-14T04:44:10Z,2025-10-13,23:44:10,23,LASNOC,0.467,27.399,40.72,0,0.256062,EPTFUS,LASCIN,NA,NA,30,30,4.278,1,0,36.201,27.076,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_044410T.WAV,245AAA0666BC1507_20251014_044410_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,14,29.638,229.689,28.355,2.763,267.84,3.936,6.59,NA,2025-10-14T04:44:10Z,LASNOC,2025-10-13
LPE,2025-10-14T05:20:48Z,2025-10-14,00:20:48,0,EPTFUS,0.5,28.102,37.95,0,0.270636,LASNOC,LASCIN,NA,NA,10,10,4.451,1,0,32.808,27.561,9,245AAA0666BC1507,Schmeeckle 2025 Master.csv,LPE\10 14\20251014,245AAA0666BC1507_20251014_052048T.WAV,245AAA0666BC1507_20251014_052048_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 14 Output,5,29.408,435.644,28.976,2.607,139.45,3.895,2.77,NA,2025-10-14T05:20:48Z,EPTFUS,2025-10-13
LPI,2025-10-05T00:05:34Z,2025-10-04,19:05:34,19,EPTFUS,0.4,25.598,12.38,0,0.222503,LASNOC,LASCIN,NA,NA,5,5,5.351,1,0,27.743,25.296,7.721333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_000534T.WAV,245AAA0666BC08AE_20251005_000534_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,26.144,273.832,25.919,3.893,123.43,4.918,1.52,NA,2025-10-05T00:05:34Z,EPTFUS,2025-10-04
LPI,2025-10-05T00:06:02Z,2025-10-04,19:06:02,19,EPTFUS,0.44,27.167,35.61,0,0.248791,LASNOC,LASCIN,NA,NA,25,25,4.714,1,0,36.044,26.586,9,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_000602T.WAV,245AAA0666BC08AE_20251005_000602_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,11,29.351,212.789,28.159,3.285,243.77,4.322,6.85,NA,2025-10-05T00:06:02Z,EPTFUS,2025-10-04
LPI,2025-10-05T00:26:34Z,2025-10-04,19:26:34,19,LASNOC,0.667,25.525,27.82,0,0.308296,EPTFUS,LASCIN,NA,NA,3,3,4.6,1,0,28.323,25.443,4.905333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_002634T.WAV,245AAA0666BC08AE_20251005_002634_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,26.464,346.159,26.047,2.675,220.17,4.091,1.05,NA,2025-10-05T00:26:34Z,LASNOC,2025-10-04
LPI,2025-10-05T00:28:26Z,2025-10-04,19:28:26,19,LASNOC,0.75,26.063,19.09,0,0.304164,LASCIN,EPTFUS,NA,NA,4,4,4.631,1,0,27.871,25.886,5.504,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_002826T.WAV,245AAA0666BC08AE_20251005_002826_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,3,26.626,1064.487,26.799,1.948,44.15,4.067,0.85,NA,2025-10-05T00:28:26Z,LASNOC,2025-10-04
LPI,2025-10-05T00:29:50Z,2025-10-04,19:29:50,19,LASNOC,1,26.113,1.2,0,0.314658,LASCIN,EPTFUS,NA,NA,2,2,2.299,1,0,26.768,25.683,3.712,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_002950T.WAV,245AAA0666BC08AE_20251005_002950_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,26.104,1471.084,26.157,0.607,-83.56,1.449,0.62,NA,2025-10-05T00:29:50Z,LASNOC,2025-10-04
LPI,2025-10-05T00:33:48Z,2025-10-04,19:33:48,19,LASNOC,1,25.832,11.73,0,0.3654,LASCIN,EPTFUS,NA,NA,4,4,5.333,1,0,27.522,25.423,7.552,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_003348T.WAV,245AAA0666BC08AE_20251005_003348_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,4,26.328,1824.151,26.305,2.365,49.49,4.125,1.01,NA,2025-10-05T00:33:48Z,LASNOC,2025-10-04
LPI,2025-10-05T00:36:36Z,2025-10-04,19:36:36,19,LASNOC,0.667,27.761,56.88,0,0.315418,EPTFUS,LASCIN,NA,NA,3,3,4.064,1,0,30.874,27.19,8.405333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_003636T.WAV,245AAA0666BC08AE_20251005_003636_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,28.583,562.055,28.604,2.197,97.18,3.097,1.14,NA,2025-10-05T00:36:36Z,LASNOC,2025-10-04
LPI,2025-10-05T00:38:28Z,2025-10-04,19:38:28,19,LASCIN,1,24.57,13.53,0,0.288079,EPTFUS,LASNOC,NA,NA,5,5,6.105,1,0,25.969,24.173,5.077333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_003828T.WAV,245AAA0666BC08AE_20251005_003828_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,5,24.942,272.915,24.826,3.462,86.83,4.983,1.68,NA,2025-10-05T00:38:28Z,LASCIN,2025-10-04
LPI,2025-10-05T00:38:56Z,2025-10-04,19:38:56,19,LASNOC,0.4,26.394,4.2,0,0.227492,LASCIN,EPTFUS,NA,NA,5,5,5.219,1,0,28.191,25.809,6.357333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_003856T.WAV,245AAA0666BC08AE_20251005_003856_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,26.731,359.281,26.533,3.006,113.45,4.068,2.42,NA,2025-10-05T00:38:56Z,LASNOC,2025-10-04
LPI,2025-10-05T00:41:02Z,2025-10-04,19:41:02,19,EPTFUS,0.857,28.192,45.5,0,0.354841,LASNOC,LASCIN,NA,NA,7,7,3.541,1,0,33.85,27.827,8.490667,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_004102T.WAV,245AAA0666BC08AE_20251005_004102_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,6,29.913,304.333,29.61,1.782,229.32,3.126,2.08,NA,2025-10-05T00:41:02Z,EPTFUS,2025-10-04
LPI,2025-10-05T00:44:32Z,2025-10-04,19:44:32,19,LASNOC,0.667,25.409,15.12,0,0.252709,LASCIN,EPTFUS,NA,NA,6,6,5.824,1,0,27.272,25.099,6.613333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_004432T.WAV,245AAA0666BC08AE_20251005_004432_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,4,25.905,533.826,25.726,3.489,48.65,4.797,1.17,NA,2025-10-05T00:44:32Z,LASNOC,2025-10-04
LPI,2025-10-05T00:45:14Z,2025-10-04,19:45:14,19,LASNOC,1,26.813,-13.86,0,0.314658,LASCIN,EPTFUS,NA,NA,2,2,3.692,1,0,28.06,26.191,4.052,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_004514T.WAV,245AAA0666BC08AE_20251005_004514_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,26.977,1807.862,27.269,0.854,55.53,2.41,0.69,NA,2025-10-05T00:45:14Z,LASNOC,2025-10-04
LPI,2025-10-05T00:47:48Z,2025-10-04,19:47:48,19,LASNOC,0.5,25.285,-5.99,0,0.236504,LASCIN,EPTFUS,NA,NA,2,2,3.581,1,0,25.895,24.891,2.772,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_004748T.WAV,245AAA0666BC08AE_20251005_004748_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,1,25.217,1463.057,25.282,1.342,14.75,2.3,0.78,NA,2025-10-05T00:47:48Z,LASNOC,2025-10-04
LPI,2025-10-05T00:48:30Z,2025-10-04,19:48:30,19,LASNOC,0.667,25.863,4.42,0,0.237375,LASCIN,EPTFUS,NA,NA,3,3,5.647,1,0,26.995,25.371,8.062667,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_004830T.WAV,245AAA0666BC08AE_20251005_004830_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,25.98,237.588,26.007,2.074,120.36,3.562,0.83,NA,2025-10-05T00:48:30Z,LASNOC,2025-10-04
LPI,2025-10-05T00:51:04Z,2025-10-04,19:51:04,19,LASNOC,0.5,26.935,24.84,0,0.25549,EPTFUS,LASCIN,NA,NA,14,14,5.159,1,0,34.072,26.549,6.697333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_005104T.WAV,245AAA0666BC08AE_20251005_005104_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,7,28.624,496.501,27.424,3.505,241.35,4.664,2.81,NA,2025-10-05T00:51:04Z,LASNOC,2025-10-04
LPI,2025-10-05T00:58:18Z,2025-10-04,19:58:18,19,LASCIN,1,22.832,12.26,0,0.316382,EPTFUS,NA,NA,NA,4,4,5.339,1,0,24.341,22.291,8.916,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_005818T.WAV,245AAA0666BC08AE_20251005_005818_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,4,23.092,710.547,22.992,2.733,106.28,3.955,1.24,NA,2025-10-05T00:58:18Z,LASCIN,2025-10-04
LPI,2025-10-05T02:02:00Z,2025-10-04,21:02:00,21,LASNOC,0.5,26.289,17.03,0,0.264551,EPTFUS,LASCIN,NA,NA,4,4,6.29,1,0,30.016,25.731,2.26,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_020200T.WAV,245AAA0666BC08AE_20251005_020200_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,27.163,558.038,27.451,2.472,107.71,5.122,0.86,NA,2025-10-05T02:02:00Z,LASNOC,2025-10-04
LPI,2025-10-05T03:37:54Z,2025-10-04,22:37:54,22,LASCIN,0.75,20.282,12.36,0,0.333029,NA,NA,NA,NA,4,4,2.623,1,0,21.737,20.217,8.745333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_033754T.WAV,245AAA0666BC08AE_20251005_033754_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,3,20.714,1814.947,20.404,1.635,120.07,2.27,0.92,NA,2025-10-05T03:37:54Z,LASCIN,2025-10-04
LPI,2025-10-05T08:10:40Z,2025-10-05,03:10:40,3,LASCIN,1,20.239,17.5,0,0.431025,NA,NA,NA,NA,3,3,6.069,1,0,22.251,19.925,7.381333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_081040T.WAV,245AAA0666BC08AE_20251005_081040_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,3,20.738,2615.077,20.541,4.014,80.22,5.462,0.99,NA,2025-10-05T08:10:40Z,LASCIN,2025-10-04
LPI,2025-10-05T08:54:18Z,2025-10-05,03:54:18,3,LASCIN,1,21.221,-6.74,0,0.140722,NA,NA,NA,NA,2,2,3.007,1,0,24.059,20.797,5.161333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251005,245AAA0666BC08AE_20251005_085418T.WAV,245AAA0666BC08AE_20251005_085418_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,2,21.701,1000.075,21.254,1.865,286.3,2.522,0.95,NA,2025-10-05T08:54:18Z,LASCIN,2025-10-04
LPI,2025-10-06T00:23:32Z,2025-10-05,19:23:32,19,LASCIN,0.857,20.098,1.87,0,0.374337,NA,NA,NA,NA,7,7,2.693,1,0,20.668,19.83,7.296,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251006,245AAA0666BC08AE_20251006_002332T.WAV,245AAA0666BC08AE_20251006_002332_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,6,20.18,773.623,20.126,1.041,41.67,2.033,1.81,NA,2025-10-06T00:23:32Z,LASCIN,2025-10-05
LPI,2025-10-06T00:26:34Z,2025-10-05,19:26:34,19,EPTFUS,0.444,25.757,25.3,0,0.331199,LASNOC,LASCIN,NA,NA,18,18,5.089,1,0,30.514,25.286,7.637333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251006,245AAA0666BC08AE_20251006_002634T.WAV,245AAA0666BC08AE_20251006_002634_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,8,27.081,443.52,26.587,2.98,165.75,4.484,4.13,NA,2025-10-06T00:26:34Z,EPTFUS,2025-10-05
LPI,2025-10-06T01:14:24Z,2025-10-05,20:14:24,20,EPTFUS,0.714,31.341,100.8,0,0.211482,LASNOC,NA,NA,NA,7,7,3.113,1,0,44.195,30.182,4.224,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251006,245AAA0666BC08AE_20251006_011424T.WAV,245AAA0666BC08AE_20251006_011424_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,5,35.066,217.486,33.308,2.006,356.19,2.824,2.34,NA,2025-10-06T01:14:24Z,EPTFUS,2025-10-05
LPI,2025-10-06T01:24:12Z,2025-10-05,20:24:12,20,LASNOC,0.8,28.397,23.88,0,0.160471,EPTFUS,LASCIN,NA,NA,5,5,2.767,1,0,35.912,27.715,6.868,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251006,245AAA0666BC08AE_20251006_012412T.WAV,245AAA0666BC08AE_20251006_012412_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,4,30.381,401.104,29.012,1.785,383.25,2.487,1.92,NA,2025-10-06T01:24:12Z,LASNOC,2025-10-05
LPI,2025-10-06T08:55:56Z,2025-10-06,03:55:56,3,LASNOC,0.8,27.841,6.29,0,0.248998,LASCIN,EPTFUS,NA,NA,5,5,3.906,1,0,31.802,27.252,8.916,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251006,245AAA0666BC08AE_20251006_085556T.WAV,245AAA0666BC08AE_20251006_085556_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,4,28.644,872.819,28.112,2.212,264.03,3.404,2.26,NA,2025-10-06T08:55:56Z,LASNOC,2025-10-05
LPI,2025-10-06T09:13:40Z,2025-10-06,04:13:40,4,LASNOC,0.889,27.177,-7.38,0,0.375021,LASCIN,EPTFUS,NA,NA,9,9,4.474,1,0,30.724,26.705,7.721333,245AAA0666BC08AE,Schmeeckle 2025 Master.csv,LPI\10 09\20251006,245AAA0666BC08AE_20251006_091340T.WAV,245AAA0666BC08AE_20251006_091340_000T.wav,NA,C:\Users\Nancy\Desktop\Bat Files,C:\Users\Nancy\Desktop\AutoID\10 09 Output,8,27.642,361.617,27.164,2.828,176.57,3.854,1.77,NA,2025-10-06T09:13:40Z,LASNOC,2025-10-05
